Funding Agencies	Record Count	% of 1,493
Ffabr Finanziamento Delle Attivita Base Di Ricerca Grant Of Miur Ministero Dell Istruzione Dell Universita E Della Ricerca	1	0.067
Field Station Alliance Project Of Chinese Academy Of Sciences	1	0.067
First Class Funding From The Post Doctoral Fund Project	1	0.067
Fisheries And Oceans Canada S Aquatic Climate Change Adaptation Services Program Accasp	1	0.067
Foundation Of Guangdong Province For Outstanding Yong Teachers In University	1	0.067
Foundation Of Guangdong Province For Outstanding Young Teachers In University	1	0.067
Foundation Of Marine 863	1	0.067
Foundation Of Science And Technology On Nearsurface Detection Laboratory	1	0.067
Foundation Of The Advanced Programs Of The State Human Resource Ministry For Scientific And Technical Activities Of Returned Overseas Chinese Scholars	1	0.067
Foundation Of The Process And Mechanism Of Interaction Between Shoal Channel Evolution And River Tide Dynamics In The Yangtze River Estuary	1	0.067
Foundations Of Chinese Academy Of Science	1	0.067
Foundmental Research Funds For The Central University Of Ministry Education Of China	1	0.067
Free Inquiry Young Talent Program Of The State Key Laboratory Of Remote Sensing Science	1	0.067
Friend Of Orton Hall Travel Award	1	0.067
Frontier Science And Technology Innovation Project And The Innovation Workstation Project Of Science And Technology Commission Of The Central Military Commission	1	0.067
Frontier Science Key Research Program Of The Chinese Academy Of Sciences	1	0.067
Fulbright Phd Presidential Scholarship	1	0.067
Fulbright Program For Graduate Studies	1	0.067
Fund Of Southern Marine Science And Engineering Guangdong Laboratory Zhanjiang	1	0.067
Fund Of The Director Of The Key Laboratory Of Geographic Information Science Ministry Of Education East China Normal University	1	0.067
Fundacao De Amparo A Ciencia E Tecnologia Do Estado Do Rio Grande Do Sul Fapergs	1	0.067
Fundacao De Amparo A Pesquisa Do Amapa Fapeap	1	0.067
Fundamental Research Fund For The Central University	1	0.067
Fundamental Research Funds For The Central Universities Hohai University	1	0.067
Fundamental Research Funds For The Central Universities Of Central South University	1	0.067
Fundamental Research Funds For The Central Universities Zhongnan University Of Economics And Law	1	0.067
Fundamental Surveying And Mapping Science And Technology Project	1	0.067
Funds For Fundamental Scientific Research In Colleges In Henan Province	1	0.067
G Unger Vetlesen Foundation	1	0.067
Gansu Province Natural Science Foundation	1	0.067
General Electric	1	0.067
General Fund Of The Research Grants Council	1	0.067
General Research Project Of Science Technology In Shanghai Normal University	1	0.067
Generalitat De Catalunya	1	0.067
Geology Foundation Of The Jackson School Of Geosciences University Of Texas Austin	1	0.067
Geology Foundation Of The University Of Texas	1	0.067
Geophysical Institute University Of Bergen	1	0.067
German Helmholtz Climate Initiative Reklim Regional Climate Change	1	0.067
Gf 7 Satellite Laser Altimeter Elevation Accuracy Authenticity Test Technique	1	0.067
Gfz	1	0.067
Global Center Of Excellence Coe Program Evolution Of Research And Education On Integrated River Basin Management In Asian Region University Of Yamanashi	1	0.067
Global Change And Air Sea Interaction Of China	1	0.067
Global Change And Air Sea Interaction Program	1	0.067
Global Variation And Interaction Of Sea And Atmosphere Program	1	0.067
Glowasis	1	0.067
Gns Science	1	0.067
Government Of The Republic Of Kazakhstan	1	0.067
Government Of The Russian Federation	1	0.067
Graduate Science And Technology Foundation Of Sdust China	1	0.067
Grants Of China S Hy 2 Satellite Altimeter Mission	1	0.067
Green Network Of Excellence Grene Program Arctic Climate Change Research Project	1	0.067
Guangdong Basic And Applied Basic Research Foundation	1	0.067
Guangdong Basic And Applied Basic Research Fund	1	0.067
Guangdong Province First Class Discipline Plan	1	0.067
Guangdong Province Introduced Innovative R D Team Of Geological Processes And Natural Disasters Around The South China Sea China	1	0.067
Guangzhou City Project For The Pearl River New Star In Science And Technology	1	0.067
Gulf Of Mexico Research Initiative As Part Of The Consortium For Advanced Research On Transport Of Hydrocarbon In The Environment	1	0.067
H2020 Grant	1	0.067
Hammel Faculty Fellow Award	1	0.067
Harbor And Marine Technology Center	1	0.067
Helmholtz Association Advantage	1	0.067
High Performance Computing Cluster Hpcc Of The State Key Lab Of Satellite Ocean Environment Dynamics Soed	1	0.067
High Performance Computing Division In The South China Sea Institute Of Oceanology	1	0.067
High Tech R D Program	1	0.067
Hong Kong Polytechnic University	1	0.067
Hong Kong Research Grants Council Rgc Competitive Earmarked Research Grants	1	0.067
Hong Kong Research Grants Council Under The Theme Based Research Scheme Trs	1	0.067
Hong Kong Special Administrative Region China	1	0.067
Huaian Key Laboratory Of Geographic Information Technology And Applications	1	0.067
Hubei Province Natural Science Fund For Distinguished Young Scholars	1	0.067
Hubei Province Science Fund For Distinguished Young Scholars	1	0.067
Hubei Provincial Natural Science Foundation For Innovation Groups	1	0.067
Hycom Nopp	1	0.067
Hydraulic Engineering Science And Technology Project Of Hunan Province China	1	0.067
Igg Internal Project	1	0.067
Important Science Technology Specific Projects Of Qinghai Province	1	0.067
Independent Research Project Program Of State Key Laboratory Of Tropical Oceanography	1	0.067
Independent Scientific Research Program For Cross Disciplinary Of Wuhan University	1	0.067
Industry Research Of China Earthquake Administration	1	0.067
Informatization Construction Of Knowledge Innovation Projects Of The Chinese Academy Of Sciences Supercomputing Environment Construction And Application	1	0.067
Initiative And Networking Fund Of The Helmholtz Association	1	0.067
Innovation And Entrepreneurship Project Of Qingdao	1	0.067
Innovation Fund Denmark Chinawatersense Project	1	0.067
Innovation Fund Denmark Innovationsfonden	1	0.067
Innovation Group Program Of State Key Laboratory Of Tropical Oceanography South China Sea Institute Of Oceanology Chinese Academy Of Sciences	1	0.067
Innovation Key Program Of The Chinese Academy Of Sciences	1	0.067
Innovation Projects Of The State Key Laboratory Of Resources And Environmental Information System	1	0.067
Innovation Research And Entrepreneurship Team In Jiangsu Province	1	0.067
Innovation Research Team Of Henan Polytechnic University	1	0.067
Innovation Team Project Of Estuarine And Coastal Protection And Management	1	0.067
Innovative Youth Talents Program	1	0.067
Institut Simon Et Pierre Laplace Labex Lipsl	1	0.067
Institute For International Education Iie	1	0.067
Institute Of Geodesy And Geophysics Igg Of The Chinese Academy Of Sciences	1	0.067
Institute Of Remote Sensing And Digital Earth Chinese Academy Of Sciences Cas	1	0.067
Integrated Project Of State Key Laboratory Of Tropical Oceanography Lto	1	0.067
Interdisciplinary Research Funds Of Beijing Normal University	1	0.067
Intergovernmental Oceanographic Commission Of Unesco International Oceanographic Data And Information Exchange Ioc Iode Iquod Steering Group	1	0.067
Intergovernmental Wildland Fire Leadership Council Of The United States	1	0.067
International Centre For Tropical Agriculture Ciat	1	0.067
International Cooperation And Performance Funds By Soa	1	0.067
International Exchange Program For Graduate Students Tongji University	1	0.067
International Network Program Of The Ministry Of Higher Education And Science Denmark	1	0.067
International Partnership Program Of The Chinese Academy Of Sciences	1	0.067
International S T Cooperation Program Of The Ministry Of Science And Technology Of China	1	0.067
International Sci Tech Cooperation Program Of China	1	0.067
International Science And Technology Cooperation Projects Of Shanghai	1	0.067
International Scientific Technological Cooperation Project Of Department Of Education Of Guangdong Province China	1	0.067
Iowa Flood Center	1	0.067
Irish Department Of Communications Energy And Natural Resources Under National Geoscience Programme	1	0.067
Ivanhoe Foundation	1	0.067
Jackson School Of Geosciences Ut Austin	1	0.067
Japan Aerospace Exploration Agency Jaxa Earth Observation Research Center Eorc	1	0.067
Japan Agency For Marine Earth Science And Technology	1	0.067
Japan Oceanographic Data Center Of Japan Meteorological Agency	1	0.067
Jason 1	1	0.067
Jet Propulsion Laboratory California Institute Of Technology	1	0.067
Jiangsu Dual Creative Talents And Teams Programme Projects	1	0.067
Jiangsu Dual Creative Teams Program Project Awarded In 2017	1	0.067
Jiangsu Innovation And Entrepreneurship Program	1	0.067
Jiangsu Key Laboratory Of Coast Ocean Resources Development And Environment Security Hohai University	1	0.067
Jiangsu Key Laboratory Of Meteorological Observation And Information Processing	1	0.067
Jiangsu Planned Projects For Postdoctoral Research Funds	1	0.067
Jiangsu Province	1	0.067
Jiangsu Province Geo Information Science Project	1	0.067
Jiangsu Province Qing Lan Project	1	0.067
Jiangsu Province Science Foundation For Youths	1	0.067
Jiangsu Provincial Sixtalent Peaks	1	0.067
Jiangxi Normal University	1	0.067
Jiangxi Province Key Lab For Digital Land East China Institute Of Technology	1	0.067
Jifresse Ucla	1	0.067
Joint Advanced Marine And Ecological Studies	1	0.067
Joint Center For Global Change Studies Beijing China	1	0.067
Joint Innovative Center For Safe And Effective Mining Technology And Equipment Of Coal Resources	1	0.067
Joint Innovative Center For Safe And Effective Mining Technology And Equipment Of Coal Resources Shandong Province	1	0.067
Joint Phd Training Program Of The University Of Chinese Academy Of Sciences	1	0.067
Jpl	1	0.067
K C Wong Education Foundation Hong Kong	1	0.067
Key Deployment Project Of Cas Centre For Ocean Mega Science	1	0.067
Key Deployment Project Of Centre For Ocean Mega Research Of Science	1	0.067
Key Disciplines Construction Project Of Shanghai Municipal	1	0.067
Key Foundation Of The Institute Of Seismology	1	0.067
Key Laboratory For Mountain Hazards And Earth Surface Process Institute Of Mountain Hazards And Environment Chinese Academy Of Sciences	1	0.067
Key Laboratory Of Advanced Engineering Surveying Of Nasmg China	1	0.067
Key Laboratory Of Coastal Disaster And Defence Hohai University Ministry Of Education	1	0.067
Key Laboratory Of Dynamic Geodesy Of Cas China	1	0.067
Key Laboratory Of Geo Informatics Of State Bureau Of Surveying And Mapping	1	0.067
Key Laboratory Of Geo Informatics Of State Bureau Of Surveying And Mapping Fund	1	0.067
Key Laboratory Of Geoinformatics Of The State Bureau Of Surveying And Mapping Fund	1	0.067
Key Laboratory Of Geospace Environment And Geodesy Ministry Education Wuhan University	1	0.067
Key Laboratory Of Geospace Environment And Geodesy Ministry Of Education	1	0.067
Key Laboratory Of Geospace Environment University Of Science Technology Of China	1	0.067
Key Laboratory Of Mapping Earth From Space Of Sbsm China	1	0.067
Key Laboratory Of Mapping From Space Of Sbsm China	1	0.067
Key Laboratory Of Marine Ecosystem And Biogeochemistry Soa	1	0.067
Key Laboratory Of Marine Environmental Survey Technology And Application Ministry Of Natural Resource	1	0.067
Key Laboratory Of Ministry Of Education For Coastal Disaster And Protection Hohai University	1	0.067
Key Laboratory Of Ocean Circulation And Waves Of The Chinese Academy Of Sciences	1	0.067
Key Laboratory Of Precision Navigation And Technology National Time Service Center	1	0.067
Key Laboratory Of Research On Marine Hazards Forecasting	1	0.067
Key Laboratory Of Space Utilization Chinese Academy Of Sciences	1	0.067
Key Laboratory Of Spatial Data Mining Information Sharing Of Ministry Of Education Fuzhou University	1	0.067
Key Laboratory Of Surveying And Mapping Technology On Island	1	0.067
Key Laboratory Of Surveying And Mapping Technology On Island And Reef Nasg	1	0.067
Key Laboratory Of Surveying And Mapping Technology On Island And Reef Of Nasmg China	1	0.067
Key Laboratory Of Surveying And Mapping Technology On Islands And Reefs State Bureau Of Surveying And Mapping China	1	0.067
Key Laboratory Of Tibetan Environmental Changes And Land Surface Processes In Chinese Academy Of Sciences	1	0.067
Key Laboratory Of Water Sediment Sciences And Water Disaster Prevention Of Hunan Province China	1	0.067
Key Project Of Center For Ocean Mega Science Chinese Academy Of Sciences	1	0.067
Key Project Of Collaborative Innovation Centre For 21St Century Mari Time Silk Road Program Gdufs	1	0.067
Key Project Of Natural Science Research Of The Anhui Education Department	1	0.067
Key R D Plan Of The Ministry Of Science And Technology	1	0.067
Key R D Program Of Liaoning Province	1	0.067
Key R D Program Of Shandong	1	0.067
Key R D Program Of Shandong Province China	1	0.067
Key R D Program Of The Ministry Of Science And Technology China	1	0.067
Key R D Project Of Shandong Province	1	0.067
Key Ramp D Program Of Shandong Province	1	0.067
Key Research And Development Program Of Jiangsu Province	1	0.067
Key Research And Development Program Of Yunnan Province In China	1	0.067
Key Research Program Of Frontier Sciences Cas Global Change And Air Sea Interaction	1	0.067
Key Research Program Of Frontier Sciences Of Cas	1	0.067
Key Research Program Of Frontier Sciences Of The Chinese Academy Of Sciences	1	0.067
Key Research Programme Of The Chinese Academy Of Sciences	1	0.067
Key Scientific Research Projects Of Higher Education Of Henan Province	1	0.067
Key Special Program On The Science And Technology Of Zhejiang Province	1	0.067
Key Technologies Of High Precision Gravity And Magnetic Detection In Deep Water Oil And Gas Exploration	1	0.067
Key Technology R D Program Of Tianjin	1	0.067
Kldg Laboratory Of Cas	1	0.067
Knowledge Innovation Engineering Frontier Project Of Sidsse	1	0.067
Knowledge Innovation Foundation Program For Outstanding Young Scholar Of Cas	1	0.067
Knowledge Innovation Program Of Chinese Academy Of Sciences Cas	1	0.067
Korea Arctic Ocean Observing System K Aoos Kopri Ministry Of Oceans And Fisheries Korea	1	0.067
Korea Meteorological Administration Research And Development Program	1	0.067
Korea Science And Engineering Foundation	1	0.067
Kulturisk	1	0.067
Laboratory For Regional Oceanography And Numerical Modeling Pilot National Laboratory For Marine Science And Technology	1	0.067
Laboratory For Regional Oceanography And Numerical Modeling Pilot National Laboratory For Marine Science And Technology Qingdao	1	0.067
Laboratory For Regional Oceanography And Numerical Modeling Qingdao National Laboratory For Marine Science And Technology	1	0.067
Laboratory For Regional Oceanography And Numerical Modelling Qingdao National Laboratory For Marine Science And Technology	1	0.067
Lamsam Thailand Sustain Development	1	0.067
Land Ecological System Carbon Monitoring Satellite Ground Comprehensive Experiment	1	0.067
Leadership In Entrepreneurship And Innovation Awarded By Qingdao Municipal Government	1	0.067
Leading Talents Of Guangdong Province Program	1	0.067
Leverhulme Trust Early Career Fellowship Scheme	1	0.067
Liao Ning Revitalization Talents Program	1	0.067
Linz	1	0.067
Lloyd S Register	1	0.067
Lloyd S Register Foundation	1	0.067
Lto Overseas Visiting Fellowship Program Lto Ovfp	1	0.067
Lto Scsio Cas	1	0.067
Lu Jiaxi International Team Program By The K C Wong Education Foundation	1	0.067
Luc4c Grant	1	0.067
Major High Resolution Earth Observation Project Of China	1	0.067
Major International Regional Joint Research Program Of Nsfc	1	0.067
Major Scientific And Technological Innovation Projects In Shandong Province	1	0.067
Major Special Project Research Project Of High Resolution Earth Observation System Civil Part	1	0.067
Mapping Application Demonstration System Research Program	1	0.067
Marie Curie International Outgoing Fellowship Within The 7Th European Community Framework Programme	1	0.067
Marine 863 Project	1	0.067
Marine Public Welfare Projects Of China	1	0.067
Marine S T Fund Of Shandong Province	1	0.067
Marine Science And Technology Innovation Project Of Jiangsu Province China	1	0.067
Marines Tfund Of Shandong Province For Pilot National Laboratory For Marine Science And Technology Qingdao	1	0.067
Megapol	1	0.067
Meopar	1	0.067
Met Office Climate Science For Service Partnership For China	1	0.067
Met Office Hadley Centre Climate Programme Beis	1	0.067
Meteorology Scientific Research Fund In The Public Welfare Of China	1	0.067
Meteorology Scientific Research In The Public Welfare Of China	1	0.067
Microsoft Azure Research Award	1	0.067
Ministry Of Education And Science Of The Republic Of Kazakhstan	1	0.067
Ministry Of Education Key Laboratory For Earth System Modeling Center For Earth System Science Tsinghua University Beijing China	1	0.067
Ministry Of Education S 111 Project Of China	1	0.067
Ministry Of Foreign Affairs Of Denmark	1	0.067
Ministry Of Industry And Information Technology	1	0.067
Ministry Of Natural Resources Of China	1	0.067
Ministry Of Science And Technology Dragon 4 Cooperation Programme	1	0.067
Ministry Of Science And Technology Most Korea	1	0.067
Ministry Of Water Resource	1	0.067
Ministry Of Water Resources Of China	1	0.067
Monarch A Monitoring And Assessing Regional Climate Change In High Latitudes And The Arctic European Commission Within The Gmes Program Seventh Framework Program	1	0.067
Multi Beam Terrain Detection Laser And Its Application Technology	1	0.067
Multibeam Laser Terrain Detection Radar Technology And Application Project	1	0.067
Multibeam Laserterrain Detectionradar Technology And Application	1	0.067
Myocean2 European Commission Within The Gmes Program Seventh Framework Program	1	0.067
Nanjing Normal University Startup Research Foundation	1	0.067
Nanjing University	1	0.067
Nasa Award	1	0.067
Nasa Cryosphere Program	1	0.067
Nasa Geodetic Image Program	1	0.067
Nasa Grace Science Team	1	0.067
Nasa Headquarters Under The Nasa Earth And Space Science Fellowship Program Grant	1	0.067
Nasa Measures Program	1	0.067
Nasa Ocean Surface Topography Mission Science Team Grant	1	0.067
Nasa Ocean Surface Topography Mission Science Team Grant Nasa United States	1	0.067
Nasa Roses Uas Enabled Earth Science Grant	1	0.067
Nasa S Application Science Program Under The Servir Project	1	0.067
Nasa S Concept In Advanced Geodesy Program	1	0.067
Nasa S Earth Surface Interior Program	1	0.067
Nasa S Geodetic Imaging Program	1	0.067
Nasa S Gnss Remote Sensing Program	1	0.067
Nasa S Ocean Surface Topography Mission Ostm Projects	1	0.067
Nasa S Programs In Cryosphere Program	1	0.067
Nasa S Servir Program	1	0.067
Nasa S Terrestrial Ecology Carbon Cycle Science And Applied Sciences	1	0.067
Nasa Servir Program	1	0.067
Nasa Surface Water And Ocean Topography Satellite Mission	1	0.067
Nasa Under The Ocean Surface Topography Mission Ostm	1	0.067
Nation Key R D Program Of China	1	0.067
National 12Th Five Year Plan Project For Science And Technology Support	1	0.067
National Administration Of Surveying Mapping And Geoinformation	1	0.067
National Basic Research Programme Nbrp 973 Programme	1	0.067
National Central University Taiwan	1	0.067
National Centre For Research And Development Poland Through Grant Artemis	1	0.067
National Environmental Science Programme Nesp	1	0.067
National Fund For Basic Surveying And Mapping Project	1	0.067
National Geospatial Intelligence Agency Nga Nuri Grant	1	0.067
National Geospatial Intelligence Agency S University Research Initiatives Nuri Program	1	0.067
National Geospatial Intelligence Agency Under Nuri	1	0.067
National Global Change Major Research Project Of China	1	0.067
National High Resolution Projects Of China	1	0.067
National High Tech Program	1	0.067
National High Tech Ramp D Program Of China	1	0.067
National High Technology Grant Of China	1	0.067
National High Technology Program Of China	1	0.067
National Institute Of Education Nie At Nanyang Technological University Ntu	1	0.067
National Institutes Of Natural Sciences Nins Japan	1	0.067
National Key Rd Program	1	0.067
National Key Reasearch And Development Program Of China	1	0.067
National Key Research And Development Plan Of The Chinese Academy Of Sciences	1	0.067
National Key Research And Development Plan Sino Australian Centre For Healthy Coasts	1	0.067
National Key Research And Development Programme Of China	1	0.067
National Key Research And Development Scheme Strategic International Cooperation In Science And Technology Innovation Key Programme Of China	1	0.067
National Key Research Anddevelopment Program	1	0.067
National Key Research Programs Of China	1	0.067
National Key Technology Ramp D Program Of China	1	0.067
National Keyresearch And Development Project Of China	1	0.067
National Laboratory For Marine Science And Technology Under The Outstanding Scientist Project Of The Aoshan Talents Programme	1	0.067
National Major Science And Technology Projects Of China	1	0.067
National Natural Science Foundation Nsfc Project	1	0.067
National Natural Science Foundation Of China Excellent Youth Science Foundation Of Jiangsu Province	1	0.067
National Natural Science Foundation Of China National Sciencefoundation Of China For Outstanding Young Scientist	1	0.067
National Natural Science Foundation Of China Nsfc Shandong Joint Fund For Marine Science Research Centers	1	0.067
National Natural Science Foundation Of Qinghai Province	1	0.067
National Natural Science Foundation Of Shandong	1	0.067
National Ocean Partnership Program	1	0.067
National Program For Support Of Top Notch Young Professionals	1	0.067
National Program On Global Climate Change And Air Sea Interaction	1	0.067
National Project Of Fundamental Work For Science And Technology Of China	1	0.067
National Satellite Ocean Application Service Nsoas	1	0.067
National Science And Technology Basic Work Of China	1	0.067
National Science And Technology Major Project China	1	0.067
National Science And Technology Major Project Of China	1	0.067
National Science And Technology Planning Project	1	0.067
National Science And Technology Support Program Of China	1	0.067
National Science Foundation For Young Scientists Of China	1	0.067
National Science Foundation Of China National Natural Science Foundation Of China	1	0.067
National Science Foundation Of China Shandong United Fund	1	0.067
National Science Foundation S Stc Program	1	0.067
National Social Science Foundation Of China	1	0.067
National Soft Science Research Program Of China	1	0.067
National Special Basic Research Project Of Ministry Of Science And Technology	1	0.067
National Special Project	1	0.067
National Special Research Fund For Non Profit Marine Sector China	1	0.067
National Technology Support Project	1	0.067
National Youth Natural Science Foundations Of China	1	0.067
National Youth Thousand Talents Program	1	0.067
Nationalkey Research Anddevelopment Program Of China	1	0.067
Natural Science Foundation For Distinguished Young Scholars Of Hubei Province Of China	1	0.067
Natural Science Foundation For Young Scientist Of China	1	0.067
Natural Science Foundation Of Hohai University	1	0.067
Natural Science Foundation Of Jiangsu Higher Education Institutions Of China	1	0.067
Natural Science Foundation Of Jiangxi Province	1	0.067
Natural Science Foundation Of Shanxi Province	1	0.067
Natural Science Foundation Of Tianjin	1	0.067
Natural Science Fund Of Hubei Province In China	1	0.067
Natural Science Key Research Program Of Education Department Of Sichuan Province	1	0.067
Natural Scientific Foundation Of Jiangsu Province	1	0.067
Nerc Consortium Using Inter Glacial To Assess Future Sea Level Scenarios	1	0.067
Nerc National Centre For Earth Observation Nceo	1	0.067
Netherlands Government	1	0.067
Netherlands Vertical Reference Frame Nevref Project	1	0.067
Ngs	1	0.067
Noaa Research	1	0.067
Noaa S Cooperative Institute For Great Lakes Research University Of Michigan	1	0.067
Noaa S Laboratory For Satellite Altimetry	1	0.067
Non Profit Industry Financial Program Of The Ministry Of Water Resources	1	0.067
Nonprofit Research Project For The State Oceanic Administration Of China	1	0.067
Northeastern Regional Association Of Coastal Ocean Observing Systems Neracoos	1	0.067
Nscf Project	1	0.067
Nsf Belmont Forum Project	1	0.067
Nsf Through The Belmont Forum Igfa	1	0.067
Nsf Via The Belmont Forum Igfa	1	0.067
Nsf Via The Belmont Forum Igfa Grant	1	0.067
Nsfc Cgiar	1	0.067
Nsfc Innovation Group Grant	1	0.067
Nsfc Innovation Research Group Of Science Fund	1	0.067
Nsfc Innovation Research Group Of Sciences Fund	1	0.067
Nsfc Innovative Group Grant	1	0.067
Nsfc Mainland China	1	0.067
Nsfc Shandong Joint Found For Marine Science Research Center	1	0.067
Nsfc Shandong Joint Fund For Marine Science Research Centers Grant	1	0.067
Nsfc Special Program	1	0.067
Nsoas	1	0.067
Nuist Startup Grants	1	0.067
Ocean Frontier Institute	1	0.067
Ocean Frontier Institute Ofi	1	0.067
Ocean Public Welfare Industry Research Special Of China	1	0.067
Ocean Renewable Energy Special Fund Project Of State Oceanic Administration	1	0.067
Ocean Renewable Energy Special Fund Project Of The State Oceanic Administration Of China	1	0.067
Ocean Surface Topography Mission Ostm Projects	1	0.067
Ocean Surveying Application Of Satellite From Ministry Of Natural Resources	1	0.067
Office Of Energy Research And Development	1	0.067
Office Of Energy Research And Development Oerd Programs	1	0.067
Office Of Energy Research And Development Of Canada	1	0.067
Office Of Environment And Heritage New South Wales	1	0.067
Offshore Platform Construction Of Ocean Engineering Institute Of Tianjin University	1	0.067
Ohio State University S Climate Water And Carbon Cwc Program	1	0.067
Ohio Supercomputer Center	1	0.067
Old Dominion University S Climate Change And Sea Level Rise Initiative	1	0.067
One Belt And One Road Key Regional Geographic Information Resource Construction And Maintenance Update	1	0.067
One Thousand Talents Program Of China	1	0.067
Open Foundation Of Key Laboratory Of Marine Environmental Survey Technology And Application Ministry Of Natural Resource	1	0.067
Open Foundation Of State Key Laboratory Of Remote Sensing Science	1	0.067
Open Foundation Of Technology Innovation Center For Marine Information Ministry Of Natural Resources	1	0.067
Open Foundation Of The Key Laboratory Of Data Analysis And Applications State Oceanic Administration	1	0.067
Open Foundation Of The Key Laboratory Of Land Use Ministry Of Land And Resources China	1	0.067
Open Fund From State Key Laboratory Of Remote Sensing Science Chinese Academy Of Sciences	1	0.067
Open Fund In Kldg Igg	1	0.067
Open Fund Of Key Laboratory Of Geospace Environment And Geodesy Ministry Of Education Wuhan University	1	0.067
Open Fund Of Key Laboratory Of Marine Environmental Information Technology	1	0.067
Open Fund Of Key Laboratory Of Marine Environmental Survey Technology And Application Ministry Of Natural Resource	1	0.067
Open Fund Of Key Laboratory Of Resources Remote Sensing And Digital Agriculture Moa	1	0.067
Open Fund Of Key Laboratory Of Space Utilization Chinese Academy Of Sciences	1	0.067
Open Fund Of Key Laboratory Ofocean Circulation And Waves Institute Of Oceanology Chinese Academy Of Sciences	1	0.067
Open Fund Of State Key Laboratory Of Geodesy And Earth S Dynamics	1	0.067
Open Fund Of State Key Laboratory Of Satellite Ocean Environment Dynamics Second Institute Of Oceanography Mnr	1	0.067
Open Fund Of The Jiangsu Key Laboratory Of Coast Ocean Resources Development And Environment Security	1	0.067
Open Fund Of The Key Laboratory Of Geographic Information Science Ministry Of Education East China Normal University	1	0.067
Open Fund Of The Key Laboratory Of Marine Geology And Environment Chinese Academy Of Sciences	1	0.067
Open Fund Of The State Key Laboratory Of Satellite Ocean Environment Dynamics	1	0.067
Open Fund Of The State Key Laboratory Of Satellite Ocean Environment Dynamics At The Second Institute Of Oceanography Soa	1	0.067
Open Fund Project Of The State Key Laboratory Of Geographic Information Engineering	1	0.067
Open Funding Of Jiangsu Key Laboratory Of Coast Ocean Resources Development And Environment Security Hohai University	1	0.067
Open Funds Of State Key Laboratory Of Satellite Ocean Environment Dynamics	1	0.067
Open Research Foundation Of The Key Laboratory Of Geospace Environment And Geodesy The Ministry Of Education Wuhan University	1	0.067
Open Research Foundation Of The Key Laboratory Of Water Sediment Sciences And Water Disaster Prevention Of Hunan Province	1	0.067
Open Research Foundation Of The Qian Xuesen Laboratory Of Space Technology Cast	1	0.067
Open Research Foundation Of The State Key Laboratory Of Coastal And Offshore Engineering Dalian University Of Technology	1	0.067
Open Research Fund Of Key Laboratory Of Atmospheric Composition And Optical Radiation Of Chinese Academy Of Sciences	1	0.067
Open Research Fund Of Key Laboratory Of Tibetan Environmental Changes And Land Surface Processes Chinese Academy Of Sciences	1	0.067
Open Research Fund Of Key Laboratory Of Tibetan Environmental Changes And Land Surface Processes In Cas	1	0.067
Open Research Fund Of Qian Xuesen Laboratory Of Space Technology Cast	1	0.067
Open Research Fund Of State Key Laboratory Of Information Engineering In Surveying Mapping And Remote Sensing Wuhan University	1	0.067
Open Research Fund Of State Key Laboratory Of Simulation And Regulation Of Water Cycle In River Basin China Institute Of Water Resources And Hydropower Research	1	0.067
Open Research Fund Of The Jiangsu Key Laboratory Of Coast Ocean Resources Development And Environment Security Hohai University	1	0.067
Open Research Fund Of The State Key Laboratory Of Estuarine And Coastal Research	1	0.067
Open Research Fund Of The State Key Laboratory Of Information Engineering In Surveying Mapping And Remote Sensing	1	0.067
Open Research Fund Program Of Guangdong Key Laboratory Of Ocean Remote Sensing South China Sea Institute Of Oceanology Chinese Academy Of Sciences	1	0.067
Open Research Fund Program Of State Key Laboratory Of Geodesy And Earth S Dynamics	1	0.067
Open Research Program Of Key Laboratory Of Marine Environmental Survey Technology And Application Ministry Of Natural Resources	1	0.067
Opening Fund Of Key Laboratory Of Poyang Lake Wetland And Watershed Research Jiangxi Normal University	1	0.067
Opening Fund Of Key Laboratory Of Poyang Lake Wetland And Watershed Research Jiangxi Normal University Ministry Of Education	1	0.067
Opening Fund Of Shandong Provincial Key Laboratory Of Ocean Engineering	1	0.067
Opening Fund Of State Key Laboratory Of Lunar And Planetary Sciences Macau University Of Science And Technology Macau Fdct	1	0.067
Opening Project Of Key Laboratory Of Marine Environmental Information Technology	1	0.067
Opening Project Of Scientific Observing And Experimental Station Of Fishery Remote Sensing Of Ministry Of Agriculture Of China	1	0.067
Opening Project Of Shanghai Key Laboratory Of Space Navigation Of Positioning Techniques	1	0.067
Ostm Jason 2	1	0.067
Osu S Climate Water And Carbon Program	1	0.067
Outstanding Innovative Talent Programme Of Hohai University	1	0.067
Outstanding Youth Fund Of The China Academy Of Space Technology	1	0.067
Outstanding Youth Fundation Of The China Academy Of Space Technology	1	0.067
Papd Priority Academic Program Development Of Jiangsu Provincial Universities	1	0.067
Papd Program	1	0.067
Papd Project	1	0.067
Petrobras	1	0.067
Physical Oceanography Program Of The U S Nsf	1	0.067
Pilot National Laboratory For Marine Science And Technology Qingdao Foundation	1	0.067
Pioneer Hundred Talents Program	1	0.067
Polar Expedition Office Of The State Oceanic Administration Of China	1	0.067
Polish National Center Of Science	1	0.067
Postdoctoral Innovation Position In Hubei Province	1	0.067
Postdoctoral Science Foundation Of Qingdao	1	0.067
Powerchina International Limited	1	0.067
Priority Academic Program Development Of Jiangsu Higher Education Institutions Of China	1	0.067
Priority Academic Programme Development Of Jiangsu Higher Education Institutions	1	0.067
