Publication Titles	Record Count	% of 8,505
ANNALS OF GLACIOLOGY VOL 42 2005	2	0.024
ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES	2	0.024
APPLIED GEOMATICS	2	0.024
APPLIED GEOPHYSICS	2	0.024
APPLIED MECHANICS AND MATERIALS	2	0.024
ASTRODYNAMICS 1999 PTS 1 3	2	0.024
ASTRONOMY ASTROPHYSICS	2	0.024
ATMOSPHERIC AND OCEANIC SCIENCE LETTERS	2	0.024
BOLLETTINO DI GEOFISICA TEORICA ED APPLICATA	2	0.024
BULLETIN OF THE ASTRONOMICAL INSTITUTES OF CZECHOSLOVAKIA	2	0.024
CALIBRATION CHARACTERIZATION OF SATELLITE SENSORS PHYSICAL PARAMETERS DERIVED FROM SATELLITE DATA	2	0.024
CHAOS	2	0.024
CHINA OCEAN ENGINEERING	2	0.024
CHINESE JOURNAL OF LASERS ZHONGGUO JIGUANG	2	0.024
CHINESE SCIENCE BULLETIN CHINESE	2	0.024
COLD REGIONS SCIENCE AND TECHNOLOGY	2	0.024
COMPLEX INTERFACES UNDER CHANGE SEA RIVER GROUNDWATER LAKE	2	0.024
COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE II	2	0.024
COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING	2	0.024
DISCOVERING THE OCEAN FROM SPACE THE UNIQUE APPLICATIONS OF SATELLITE OCEANOGRAPHY	2	0.024
DOKLADY AKADEMII NAUK	2	0.024
EARTH INTERACTIONS	2	0.024
EARTH OBSERVING SYSTEMS XIX	2	0.024
EARTH SYSTEM DYNAMICS	2	0.024
EARTHS FUTURE	2	0.024
ECOHYDROLOGY HYDROBIOLOGY	2	0.024
ECOLOGICAL INDICATORS	2	0.024
ELEMENTA SCIENCE OF THE ANTHROPOCENE	2	0.024
ENGINEERING GEOLOGY FOR SOCIETY AND TERRITORY VOL 3 RIVER BASINS RESERVOIR SEDIMENTATION AND WATER RESOURCES	2	0.024
ENVIRONMENTAL ENGINEERING VILNIUS SPAUSDINTA	2	0.024
ENVIRONMENTAL MODELLING SOFTWARE	2	0.024
ENVIRONMETRICS	2	0.024
EPLWW3S 2011 2011 INTERNATIONAL CONFERENCE ON ECOLOGICAL PROTECTION OF LAKES WETLANDS WATERSHED AND APPLICATION OF 3S TECHNOLOGY VOL 3	2	0.024
ERS MISSIONS 20 YEARS OF OBSERVING OF EARTH	2	0.024
EXPERIMENTAL ASTRONOMY	2	0.024
EXTREME HYDROCLIMATIC EVENTS AND MULTIVARIATE HAZARDS IN A CHANGING ENVIRONMENT A REMOTE SENSING APPROACH	2	0.024
FIZIKA ZEMLI	2	0.024
FLUIDS	2	0.024
FUTURE TRENDS IN REMOTE SENSING	2	0.024
GEODETIC REFERENCE FRAMES	2	0.024
GEODETIC TIME SERIES ANALYSIS IN EARTH SCIENCES	2	0.024
GEODETSKI LIST	2	0.024
GEOGRAFISKA ANNALER SERIES A PHYSICAL GEOGRAPHY	2	0.024
GEOLOGICAL SOCIETY SPECIAL PUBLICATION	2	0.024
GEOSCIENCE DATA JOURNAL	2	0.024
GEOSCIENCES JOURNAL	2	0.024
GLOBAL BIOGEOCHEMICAL CYCLES	2	0.024
GLOBAL CHANGE BIOLOGY	2	0.024
GLOBAL OCEANS 2020 SINGAPORE U S GULF COAST	2	0.024
HYDROGEOLOGY JOURNAL	2	0.024
HYDROLOGY RESEARCH	2	0.024
IEEE INTERNATIONAL CONFERENCE ON IMAGING SYSTEMS AND TECHNIQUES	2	0.024
IEEE OES BALTIC INTERNATIONAL SYMPOSIUM	2	0.024
IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY	2	0.024
IET IMAGE PROCESSING	2	0.024
INTEGRATED SPACE GEODETIC SYSTEMS AND SATELLITE DYNAMICS	2	0.024
INTERCIENCIA	2	0.024
INTERNATIONAL CONFERENCE ON ACOUSTICS SPEECH AND SIGNAL PROCESSING ICASSP	2	0.024
INTERNATIONAL CONFERENCE ON GEOINFORMATICS	2	0.024
INTERNATIONAL GEOLOGY REVIEW	2	0.024
INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS	2	0.024
INTERNATIONAL JOURNAL OF RIVER BASIN MANAGEMENT	2	0.024
INTERNATIONAL SYMPOSIUM ON LIDAR AND RADAR MAPPING 2011 TECHNOLOGIES AND APPLICATIONS	2	0.024
INTERNATIONAL WORKSHOP ON EARTH OBSERVATION AND REMOTE SENSING APPLICATIONS	2	0.024
INVERSE PROBLEMS IN SCIENCE AND ENGINEERING	2	0.024
IRI 1997 SYMPOSIUM NEW DEVELOPMENTS IN IONOSPHERIC MODELLING AN D PREDICTION	2	0.024
ISPRS WG IV 1 INTERNATIONAL CONFERENCE ON GEOMATIC AND GEOSPATIAL TECHNOLOGY 2017 GEOSPATIAL AND DISASTER MANAGEMENT	2	0.024
JOURNAL OF AERONAUTICS ASTRONAUTICS AND AVIATION	2	0.024
JOURNAL OF APPLIED METEOROLOGY AND CLIMATOLOGY	2	0.024
JOURNAL OF COASTAL CONSERVATION	2	0.024
JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS	2	0.024
JOURNAL OF ELECTRONICS INFORMATION TECHNOLOGY	2	0.024
JOURNAL OF FLUID MECHANICS	2	0.024
JOURNAL OF HYDROLOGY REGIONAL STUDIES	2	0.024
JOURNAL OF MAPS	2	0.024
JOURNAL OF MOUNTAIN SCIENCE	2	0.024
JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING TRANSACTIONS OF THE ASME	2	0.024
JOURNAL OF SOUTH AMERICAN EARTH SCIENCES	2	0.024
JOURNAL OF SPATIAL SCIENCE	2	0.024
JOURNAL OF SURVEYING ENGINEERING ASCE	2	0.024
JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA	2	0.024
JOURNAL OF THE ATMOSPHERIC SCIENCES	2	0.024
JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM	2	0.024
JURNAL TEKNOLOGI SCIENCES ENGINEERING	2	0.024
KSCE JOURNAL OF CIVIL ENGINEERING	2	0.024
LED I SNEG ICE AND SNOW	2	0.024
LIDAR IMAGING DETECTION AND TARGET RECOGNITION 2017	2	0.024
MANAGEMENT INFORMATION SYSTEMS	2	0.024
MARINE GEORESOURCES GEOTECHNOLOGY	2	0.024
MATHEMATICS	2	0.024
MAUSAM	2	0.024
MEASUREMENT	2	0.024
MEASUREMENT SCIENCE AND TECHNOLOGY	2	0.024
METEOROLOGY AND ATMOSPHERIC PHYSICS	2	0.024
MIPPR 2011 REMOTE SENSING IMAGE PROCESSING GEOGRAPHIC INFORMATION SYSTEMS AND OTHER APPLICATIONS	2	0.024
MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	2	0.024
MOON AND MARS	2	0.024
NASE MORE	2	0.024
NETHERLANDS JOURNAL OF GEOSCIENCES GEOLOGIE EN MIJNBOUW	2	0.024
NEW ZEALAND JOURNAL OF GEOLOGY AND GEOPHYSICS	2	0.024
OCEAN REMOTE SENSING AND APPLICATIONS	2	0.024
OCEAN WEATHER FORECASTING AN INTEGRATED VIEW OF OCEANOGRAPHY	2	0.024
OCEANS 04 MTS IEEE TECHNO OCEAN 04 VOLS 1 2 CONFERENCE PROCEEDINGS VOLS 1 4	2	0.024
OCEANS 2001 MTS IEEE AN OCEAN ODYSSEY VOLS 1 4 CONFERENCE PROCEEDINGS	2	0.024
OCEANS 2008 MTS IEEE KOBE TECHNO OCEAN VOLS 1 3	2	0.024
OCEANS 2012 YEOSU	2	0.024
OCEANS 2015 MTS IEEE WASHINGTON	2	0.024
OCEANS 2019 MARSEILLE	2	0.024
OKEANOLOGIYA	2	0.024
ONDE ELECTRIQUE	2	0.024
OPERATIONAL OCEANOGRAPHY	2	0.024
OPERATIONAL OCEANOGRAPHY IN THE 21ST CENTURY	2	0.024
OPTIK	2	0.024
PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY	2	0.024
PHYSICA A STATISTICAL MECHANICS AND ITS APPLICATIONS	2	0.024
PHYSICA SCRIPTA	2	0.024
PHYSICAL REVIEW E	2	0.024
PHYSICAL REVIEW LETTERS	2	0.024
PHYSICS OF FLUIDS	2	0.024
PHYSICS TODAY	2	0.024
PROCEEDINGS AND MONOGRAPHS IN ENGINEERING WATER AND EARTH SCIENCES	2	0.024
PROCEEDINGS OF THE 2016 INTERNATIONAL TECHNICAL MEETING OF THE INSTITUTE OF NAVIGATION	2	0.024
PROCEEDINGS OF THE 23RD INTERNATIONAL TECHNICAL MEETING OF THE SATELLITE DIVISION OF THE INSTITUTE OF NAVIGATION ION GNSS 2010	2	0.024
PROCEEDINGS OF THE 29TH INTERNATIONAL TECHNICAL MEETING OF THE SATELLITE DIVISION OF THE INSTITUTE OF NAVIGATION ION GNSS 2016	2	0.024
PROCEEDINGS OF THE 6TH INTERNATIONAL CONFERENCE ON APAC 2011	2	0.024
PROCEEDINGS OF THE ASME 32ND INTERNATIONAL CONFERENCE ON OCEAN OFFSHORE AND ARCTIC ENGINEERING 2013 VOL 2A	2	0.024
PROCEEDINGS OF THE ASME 38TH INTERNATIONAL CONFERENCE ON OCEAN OFFSHORE AND ARCTIC ENGINEERING 2019 VOL 7B	2	0.024
PROCEEDINGS OF THE EUROPEAN CONFERENCE ON ANTENNAS AND PROPAGATION	2	0.024
PROCEEDINGS OF THE INTERNATIONAL TECHNICAL MEETING OF THE INSTITUTE OF NAVIGATION	2	0.024
PROCEEDINGS OF THE ION 2013 PACIFIC PNT MEETING	2	0.024
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A PHYSICAL SCIENCES	2	0.024
PROCEEDINGS OF THE THIRTEENTH 2003 INTERNATIONAL OFFSHORE AND POLAR ENGINEERING CONFERENCE VOL 3	2	0.024
REMOTE SENSING APPLICATIONS SOCIETY AND ENVIRONMENT	2	0.024
REMOTE SENSING IN THE 21ST CENTURY ECONOMIC AND ENVIRONMENTAL APPLICATIONS	2	0.024
REMOTE SENSING IN TRANSITION	2	0.024
REMOTE SENSING OF THE OCEAN AND SEA ICE 2000	2	0.024
REMOTE SENSING OF THE OCEAN SEA ICE AND LARGE WATER REGIONS 2010	2	0.024
REMOTE SENSING OF THE OCEAN SEA ICE COASTAL WATERS AND LARGE WATER REGIONS 2012	2	0.024
REMOTE SENSING OF THE OCEAN SEA ICE COASTAL WATERS AND LARGE WATER REGIONS 2013	2	0.024
REMOTE SENSING OF THE OCEAN SEA ICE COASTAL WATERS AND LARGE WATER REGIONS 2016	2	0.024
REMOTE SENSING OF THE OCEAN SEA ICE COASTAL WATERS AND LARGE WATER REGIONS 2017	2	0.024
REMOTE SENSING OF THE OCEANS AND INLAND WATERS TECHNIQUES APPLICATIONS AND CHALLENGES	2	0.024
REPORTS ON PROGRESS IN PHYSICS	2	0.024
RESEARCH IN ASTRONOMY AND ASTROPHYSICS	2	0.024
REVISTA BRASILEIRA DE GEOMORFOLOGIA	2	0.024
REVISTA DE TELEDETECCION	2	0.024
RUSSIAN GEOLOGY AND GEOPHYSICS	2	0.024
RUSSIAN JOURNAL OF PACIFIC GEOLOGY	2	0.024
SAR IMAGE ANALYSIS MODELING AND TECHNIQUES III	2	0.024
SATELLITE DYNAMICS ORBIT ANALYSIS AND COMBINATION OF SPACE TECHNIQUES	2	0.024
SENSORS SYSTEMS AND NEXT GENERATION SATELLITES II	2	0.024
SOUTH AFRICAN JOURNAL OF SCIENCE	2	0.024
SPACE TECHNOLOGY INDUSTRIAL AND COMMERCIAL APPLICATIONS	2	0.024
SPACEFLIGHT DYNAMICS 1998 VOL 100 PART 1 AND 2	2	0.024
SPRINGER GEOPHYSICS	2	0.024
STATE OF THE PLANET FRONTIERS AND CHALLENGES IN GEOPHYSICS	2	0.024
TECTONICS	2	0.024
TEKNIK DERGI	2	0.024
TERRA NOVA	2	0.024
VII HOTINE MARUSSI SYMPOSIUM ON MATHEMATICAL GEODESY	2	0.024
VIII HOTINE MARUSSI SYMPOSIUM ON MATHEMATICAL GEODESY	2	0.024
WATER RESOURCES	2	0.024
WAVES IN RANDOM AND COMPLEX MEDIA	2	0.024
WEATHER	2	0.024
WEATHER CLIMATE AND SOCIETY	2	0.024
WORKSHOP ON EMERGING SCATTEROMETER APPLICATIONS FROM RESEARCH TO OPERATIONS	2	0.024
XXII ISPRS CONGRESS TECHNICAL COMMISSION I	2	0.024
XXIII ISPRS CONGRESS COMMISSION I	2	0.024
10TH EUROPEAN CONFERENCE ON SYNTHETIC APERTURE RADAR EUSAR 2014	1	0.012
10TH IGRSM INTERNATIONAL CONFERENCE AND EXHIBITION ON GEOSPATIAL REMOTE SENSING	1	0.012
11TH INTERNATIONAL MULTIDISCIPLINARY SCIENTIFIC GEOCONFERENCE SGEM 2011 VOL II	1	0.012
12TH INTERNATIONAL CONFERENCE OF EDUCATION RESEARCH AND INNOVATION ICERI 2019	1	0.012
13TH EUROPEAN TURBULENCE CONFERENCE ETC13 CONVECTION ROTATION STRATIFICATION AND BUOYANCY EFFECTS	1	0.012
13TH IMT GT INTERNATIONAL CONFERENCE ON MATHEMATICS STATISTICS AND THEIR APPLICATIONS ICMSA2017	1	0.012
15TH ESA SYMPOSIUM ON EUROPEAN ROCKET AND BALLOON PROGRAMMES AND RELATED RESEARCH PROCEEDINGS	1	0.012
16TH INTERNATIONAL CONFERENCE ON INTERACTIVE INFORMATION AND PROCESSING SYSTEMS IIPS FOR METEOROLOGY OCEANOGRAPHY AND HYDROLOGY	1	0.012
19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION MODSIM2011	1	0.012
1ST INTERNATIONAL CONFERENCE ON ACTUARIAL SCIENCE AND STATISTICS ICASS 2014	1	0.012
2001 IEEE MTT S INTERNATIONAL MICROWAVE SYMPOSIUM DIGEST VOLS 1 3	1	0.012
2002 IEEE POSITION LOCATION AND NAVIGATION SYMPOSIUM	1	0.012
2003 USERS GROUP CONFERENCE PROCEEDINGS	1	0.012
2004 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS SPEECH AND SIGNAL PROCESSING VOL III PROCEEDINGS	1	0.012
2006 7TH INTERNATIONAL SYMPOSIUM ON ANTENNAS PROPAGATION AND EM THEORY VOLS 1 AND 2 PROCEEDINGS	1	0.012
2006 IEEE MICRORAD	1	0.012
2007 IEEE 15TH SIGNAL PROCESSING AND COMMUNICATIONS APPLICATIONS VOLS 1 3	1	0.012
2007 OCEANS VOLS 1 5	1	0.012
2007 PACIFIC RIM CONFERENCE ON LASERS AND ELECTRO OPTICS VOLS 1 4	1	0.012
2008 2ND INTERNATIONAL SYMPOSIUM ON SYSTEMS AND CONTROL IN AEROSPACE AND ASTRONAUTICS VOLS 1 AND 2	1	0.012
2008 CHINA JAPAN JOINT MICROWAVE CONFERENCE CJMW 2008 VOLS 1 AND 2	1	0.012
2008 IEEE OES US EU BALTIC INTERNATIONAL SYMPOSIUM	1	0.012
2008 IEEE RADAR CONFERENCE VOLS 1 4	1	0.012
2008 INTERNATIONAL WORKSHOP ON EDUCATION TECHNOLOGY AND TRAINING AND 2008 INTERNATIONAL WORKSHOP ON GEOSCIENCE AND REMOTE SENSING VOL 1 PROCEEDINGS	1	0.012
2008 INTERNATIONAL WORKSHOP ON EDUCATION TECHNOLOGY AND TRAINING AND 2008 INTERNATIONAL WORKSHOP ON GEOSCIENCE AND REMOTE SENSING VOL 2 PROCEEDINGS	1	0.012
2009 THIRD INTERNATIONAL SYMPOSIUM ON INTELLIGENT INFORMATION TECHNOLOGY APPLICATION VOL 2 PROCEEDINGS	1	0.012
2010 IEEE ION POSITION LOCATION AND NAVIGATION SYMPOSIUM PLANS	1	0.012
2010 IEEE MTT S INTERNATIONAL MICROWAVE SYMPOSIUM DIGEST MTT	1	0.012
2010 INTERNATIONAL CONFERENCE ON INFORMATION ELECTRONIC AND COMPUTER SCIENCE VOLS 1 3	1	0.012
2011 30TH CHINESE CONTROL CONFERENCE CCC	1	0.012
2011 INTERNATIONAL CONFERENCE ON COMPUTERS COMMUNICATIONS CONTROL AND AUTOMATION CCCA 2011 VOL III	1	0.012
2011 INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SYSTEMS SCIENCE AND ENGINEERING ICESSE 2011 VOL 2	1	0.012
2012 42ND EUROPEAN MICROWAVE CONFERENCE EUMC	1	0.012
2012 9TH EUROPEAN RADAR CONFERENCE EURAD	1	0.012
2012 INTERNATIONAL CONFERENCE ON MEDICAL PHYSICS AND BIOMEDICAL ENGINEERING ICMPBE2012	1	0.012
2013 IEEE OES ACOUSTICS IN UNDERWATER GEOSCIENCES SYMPOSIUM RIO ACOUSTICS 2013	1	0.012
2013 INTERNATIONAL CONFERENCE ON ADVANCES IN TECHNOLOGY AND ENGINEERING ICATE	1	0.012
2013 INTERNATIONAL CONFERENCE ON OPTICAL INSTRUMENTS AND TECHNOLOGY OPTICAL SENSORS AND APPLICATIONS	1	0.012
2013 INTERNATIONAL CONFERENCE ON UNMANNED AIRCRAFT SYSTEMS ICUAS	1	0.012
2013 MTS IEEE OCEANS BERGEN	1	0.012
2013 OCEANS SAN DIEGO	1	0.012
2014 22ND INTERNATIONAL CONFERENCE ON GEOINFORMATICS GEOINFORMATICS 2014	1	0.012
2014 22ND MEDITERRANEAN CONFERENCE ON CONTROL AND AUTOMATION MED	1	0.012
2014 IEEE 5TH CONTROL AND SYSTEM GRADUATE RESEARCH COLLOQUIUM ICSGRC	1	0.012
2014 IEEE CHINESE GUIDANCE NAVIGATION AND CONTROL CONFERENCE CGNCC	1	0.012
2014 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION CEC	1	0.012
2014 INTERNATIONAL RADAR CONFERENCE RADAR	1	0.012
2014 XXXITH URSI GENERAL ASSEMBLY AND SCIENTIFIC SYMPOSIUM URSI GASS	1	0.012
2015 2ND IEEE INTERNATIONAL WORKSHOP ON METROLOGY FOR AEROSPACE METROAEROSPACE	1	0.012
2015 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS SPEECH AND SIGNAL PROCESSING ICASSP	1	0.012
2015 IEEE OES ACOUSTICS IN UNDERWATER GEOSCIENCES SYMPOSIUM	1	0.012
2015 INTERNATIONAL CONFERENCE ON INDUSTRIAL INSTRUMENTATION AND CONTROL ICIC	1	0.012
2015 INTERNATIONAL CONFERENCE ON UNMANNED AIRCRAFT SYSTEMS ICUAS 15	1	0.012
2015 NATIONAL CONFERENCE ON RECENT ADVANCES IN ELECTRONICS COMPUTER ENGINEERING RAECE	1	0.012
2016 24TH EUROPEAN SIGNAL PROCESSING CONFERENCE EUSIPCO	1	0.012
2016 4RTH INTERNATIONAL WORKSHOP ON EARTH OBSERVATION AND REMOTE SENSING APPLICATIONS EORSA	1	0.012
2016 7TH IEEE CONTROL AND SYSTEM GRADUATE RESEARCH COLLOQUIUM ICSGRC	1	0.012
2016 IEEE METROLOGY FOR AEROSPACE METROAEROSPACE	1	0.012
2016 INTERNATIONAL CONFERENCE ON UNMANNED AIRCRAFT SYSTEMS ICUAS	1	0.012
2017 24TH SAINT PETERSBURG INTERNATIONAL CONFERENCE ON INTEGRATED NAVIGATION SYSTEMS ICINS	1	0.012
2017 2ND INTERNATIONAL CONFERENCE ON FRONTIERS OF SENSORS TECHNOLOGIES ICFST	1	0.012
2017 5TH INTERNATIONAL CONFERENCE ON MECHANICAL AUTOMOTIVE AND MATERIALS ENGINEERING CMAME	1	0.012
2017 IEEE AIAA 36TH DIGITAL AVIONICS SYSTEMS CONFERENCE DASC	1	0.012
2017 INTEGRATED COMMUNICATIONS NAVIGATION AND SURVEILLANCE CONFERENCE ICNS	1	0.012
2017 INTERNATIONAL CONFERENCE ON SPACE SCIENCE AND COMMUNICATION	1	0.012
2017 PROGRESS IN ELECTROMAGNETICS RESEARCH SYMPOSIUM SPRING PIERS	1	0.012
2018 26TH INTERNATIONAL CONFERENCE ON GEOINFORMATICS GEOINFORMATICS 2018	1	0.012
2018 4TH INTERNATIONAL SYMPOSIUM ON GEOINFORMATICS ISYG	1	0.012
2018 BALTIC GEODETIC CONGRESS BGC GEOMATICS 2018	1	0.012
2018 FIFTH INTERNATIONAL WORKSHOP ON EARTH OBSERVATION AND REMOTE SENSING APPLICATIONS EORSA	1	0.012
2018 IEEE ASIA PACIFIC CONFERENCE ON GEOSCIENCE ELECTRONICS AND REMOTE SENSING TECHNOLOGY AGERS	1	0.012
2018 IEEE INTERNATIONAL SYMPOSIUM ON SIGNAL PROCESSING AND INFORMATION TECHNOLOGY ISSPIT	1	0.012
2018 IEEE MTT S INTERNATIONAL CONFERENCE ON MICROWAVES FOR INTELLIGENT MOBILITY ICMIM	1	0.012
2018 OCEANS MTS IEEE KOBE TECHNO OCEANS OTO	1	0.012
2019 10TH INTERNATIONAL WORKSHOP ON THE ANALYSIS OF MULTITEMPORAL REMOTE SENSING IMAGES MULTITEMP	1	0.012
2019 13TH EUROPEAN CONFERENCE ON ANTENNAS AND PROPAGATION EUCAP	1	0.012
2019 3RD EUROPEAN CONFERENCE ON ELECTRICAL ENGINEERING AND COMPUTER SCIENCE EECS 2019	1	0.012
2019 3RD INTERNATIONAL CONFERENCE ON RECENT DEVELOPMENTS IN CONTROL AUTOMATION POWER ENGINEERING RDCAPE	1	0.012
2019 IEEE 8TH INTERNATIONAL CONFERENCE ON ADVANCED OPTOELECTRONICS AND LASERS CAOL	1	0.012
2019 INTEGRATED COMMUNICATIONS NAVIGATION AND SURVEILLANCE CONFERENCE ICNS	1	0.012
2019 PHOTONICS ELECTROMAGNETICS RESEARCH SYMPOSIUM FALL PIERS FALL	1	0.012
2019 PHOTONICS ELECTROMAGNETICS RESEARCH SYMPOSIUM SPRING PIERS SPRING	1	0.012
2019 RUSSIAN OPEN CONFERENCE ON RADIO WAVE PROPAGATION RWP VOL 1	1	0.012
2020 14TH EUROPEAN CONFERENCE ON ANTENNAS AND PROPAGATION EUCAP 2020	1	0.012
2020 AIAA IEEE 39TH DIGITAL AVIONICS SYSTEMS CONFERENCE DASC PROCEEDINGS	1	0.012
2020 IEEE 7TH INTERNATIONAL WORKSHOP ON METROLOGY FOR AEROSPACE METROAEROSPACE	1	0.012
2020 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS SPEECH AND SIGNAL PROCESSING	1	0.012
2020 IEEE INTERNATIONAL IOT ELECTRONICS AND MECHATRONICS CONFERENCE IEMTRONICS 2020	1	0.012
2020 IEEE MTT S INTERNATIONAL CONFERENCE ON NUMERICAL ELECTROMAGNETIC AND MULTIPHYSICS MODELING AND OPTIMIZATION NEMO 2020	1	0.012
2020 IVANNIKOV ISPRAS OPEN CONFERENCE ISPRAS 2020	1	0.012
2021 IEEE 48TH PHOTOVOLTAIC SPECIALISTS CONFERENCE PVSC	1	0.012
2021 IEEE AIAA 40TH DIGITAL AVIONICS SYSTEMS CONFERENCE DASC	1	0.012
2021 IEEE SPACE HARDWARE AND RADIO CONFERENCE SHARC	1	0.012
2021 INTEGRATED COMMUNICATIONS NAVIGATION AND SURVEILLANCE CONFERENCE ICNS	1	0.012
20TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION MODSIM2013	1	0.012
21ST INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION MODSIM2015	1	0.012
22ND INTERNATIONAL CONFERENCE ON CIRCUITS SYSTEMS COMMUNICATIONS AND COMPUTERS CSCC 2018	1	0.012
22ND INTERNATIONAL LASER RADAR CONFERENCE ILRC 2004 VOLS 1 AND 2	1	0.012
24TH NATIONAL LASER CONFERENCE FIFTEENTH NATIONAL CONFERENCE ON LASER TECHNOLOGY AND OPTOELECTRONICS	1	0.012
29TH URBAN DATA MANAGEMENT SYMPOSIUM	1	0.012
2ND INTERNATIONAL CONFERENCE ON TROPICAL AND COASTAL REGION ECO DEVELOPMENT 2016	1	0.012
33RD INTERNATIONAL CONFERENCE ON OCEAN OFFSHORE AND ARCTIC ENGINEERING 2014 VOL 4B	1	0.012
34TH EUROPEAN MICROWAVE CONFERENCE VOLS 1 3 CONFERENCE PROCEEDINGS	1	0.012
36TH INTERNATIONAL SYMPOSIUM ON REMOTE SENSING OF ENVIRONMENT	1	0.012
3RD INTERNATIONAL CONFERENCE OF INDONESIA SOCIETY FOR REMOTE SENSING ICOIRS 2017	1	0.012
3RD INTERNATIONAL CONFERENCE ON MARINE SCIENCE ICMS 2019 TOWARDS SUSTAINABLE MARINE RESOURCES AND ENVIRONMENT	1	0.012
3RD INTERNATIONAL SYMPOSIUM ON EARTH OBSERVATION FOR ARID AND SEMI ARID ENVIRONMENTS ISEO2016	1	0.012
3RD ISPRS IWIDF 2013	1	0.012
4TH INTERNATIONAL CONFERENCE ON ADVANCES IN ENERGY RESOURCES AND ENVIRONMENT ENGINEERING	1	0.012
4TH INTERNATIONAL CONFERENCE ON SUSTAINABLE FUTURE FOR HUMAN SECURITY SUSTAIN 2013	1	0.012
4TH INTERNATIONAL SYMPOSIUM ON LAPAN IPB SATELLITE FOR FOOD SECURITY AND ENVIRONMENTAL MONITORING	1	0.012
50 YEARS OF THE RESEARCH INSTITUTE OF GEODESY TOPOGRAPHY AND CARTOGRAPHY JUBILEE PROCEEDINGS 1954 2004	1	0.012
6TH ASIAN PHYSICS SYMPOSIUM	1	0.012
6TH WORLD MULTICONFERENCE ON SYSTEMICS CYBERNETICS AND INFORMATICS VOL X PROCEEDINGS	1	0.012
8TH INTERNATIONAL CONFERENCE ON ASIAN AND PACIFIC COASTS APAC 2015	1	0.012
9TH INTERNATIONAL CONFERENCE ON PHYSICS AND ITS APPLICATIONS ICOPIA	1	0.012
ACTA OECOLOGICA INTERNATIONAL JOURNAL OF ECOLOGY	1	0.012
ACTA OPTICA SINICA	1	0.012
ACTA PHOTONICA SINICA	1	0.012
ADVANCED MATERIALS RESEARCH	1	0.012
ADVANCED PHOTON COUNTING TECHNIQUES	1	0.012
ADVANCED PHOTON COUNTING TECHNIQUES XIII	1	0.012
ADVANCED SCIENCE LETTERS	1	0.012
ADVANCED TECHNOLOGIES IN EARTH SCIENCES	1	0.012
ADVANCES IN CIVIL AND INDUSTRIAL ENGINEERING IV	1	0.012
ADVANCES IN CLIMATE CHANGE RESEARCH	1	0.012
ADVANCES IN COMPUTATIONAL ENVIRONMENT SCIENCE	1	0.012
ADVANCES IN ENVIRONMENTAL SCIENCE AND ENGINEERING PTS 1 6	1	0.012
ADVANCES IN GEOPHYSICS	1	0.012
ADVANCES IN GLOBAL CHANGE RESEARCH	1	0.012
ADVANCES IN INTELLIGENT AND SOFT COMPUTING	1	0.012
ADVANCES IN METEOROLOGY	1	0.012
ADVANCES IN NATURAL AND TECHNOLOGICAL HAZARDS RESEARCH	1	0.012
ADVANCES IN SPECIFYING PLASMA TEMPERATURES AND ION COMPOSITION IN THE IONOSPHERE	1	0.012
AERIAL ARCHAEOLOGY DEVELOPING FUTURE PRACTICE	1	0.012
AEROSPACE SCIENCE AND TECHNOLOGY	1	0.012
AGRICULTURAL AND FOREST METEOROLOGY	1	0.012
AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY	1	0.012
ALCATEL TELECOMMUNICATIONS REVIEW	1	0.012
AMERICAN FISHERIES SOCIETY SYMPOSIUM	1	0.012
AMERICAN GEOPHYSICAL UNION SPECIAL PUBLICATIONS	1	0.012
AMERICAN JOURNAL OF PHYSICS	1	0.012
ANALES DE GEOGRAFIA DE LA UNIVERSIDAD COMPLUTENSE	1	0.012
ANIMAL BEHAVIOUR	1	0.012
ANNALI DI GEOFISICA	1	0.012
ANNALS OF GLACIOLOGY VOL 29 1999	1	0.012
ANNALS OF GLACIOLOGY VOL 30 2000	1	0.012
ANNALS OF GLACIOLOGY VOL 31 2000	1	0.012
